Date,User,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-12-17T11:02:37.786Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-sonnet-thinking","No","142849","534","11139","1085","155607","0.60"
"2025-12-17T10:51:48.590Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-sonnet-thinking","No","34605","560","722745","5240","763150","0.62"
"2025-12-17T10:48:19.186Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","1777","146","196588","788","199299","0.18"
"2025-12-17T10:48:12.705Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-sonnet-thinking","No","107806","28019","11139","1657","148621","0.55"
"2025-12-17T10:47:43.749Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","53539","2472","64173","832","121016","0.43"
"2025-12-17T10:36:52.710Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-sonnet-thinking","No","108102","14784","1500529","5768","1629183","1.39"
"2025-12-17T10:30:20.262Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","30549","62","466618","6761","503990","0.72"
"2025-12-17T10:26:56.802Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-sonnet-thinking","No","85953","14768","555506","2864","659091","0.74"
"2025-12-17T10:25:48.388Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","10604","8","11272","2721","24605","0.15"
"2025-12-17T10:17:03.689Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-sonnet-thinking","No","57236","15559","1894662","19136","1986593","1.61"
"2025-12-17T09:26:33.714Z","herondevteam@ab.gridlexmail.com","On-Demand","auto","No","3810","0","112128","941","116879","0.04"
"2025-12-17T09:15:48.498Z","herondevteam@ab.gridlexmail.com","On-Demand","auto","No","1035","0","34816","400","36251","0.01"
"2025-12-17T09:14:41.063Z","herondevteam@ab.gridlexmail.com","On-Demand","auto","No","29785","0","35840","944","66569","0.05"
"2025-12-17T08:38:27.226Z","herondevteam@ab.gridlexmail.com","On-Demand","auto","No","26263","0","280576","5260","312099","0.13"
"2025-12-17T08:26:38.462Z","herondevteam@ab.gridlexmail.com","Included","gpt-4o","No","0","0","0","0","0","0.00"
"2025-12-17T08:10:08.614Z","herondevteam@ab.gridlexmail.com","On-Demand","auto","No","7371","0","6656","317","14344","0.01"
"2025-12-17T08:02:44.960Z","herondevteam@ab.gridlexmail.com","On-Demand","auto","No","21568","0","133120","3937","158625","0.08"
"2025-12-17T06:57:22.988Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","4748","6","15910","2793","23457","0.11"
"2025-12-17T06:55:06.941Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","4638","7","11272","4672","20589","0.16"
"2025-12-17T05:27:41.882Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","46923","10836","317378","2576","377713","0.66"
"2025-12-17T05:18:41.498Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","105468","43","111088","1484","218083","0.81"
"2025-12-17T05:03:09.463Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","87372","20011","71688","2683","181754","0.79"
"2025-12-17T05:01:07.056Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","1096","101","19786","643","21626","0.04"
"2025-12-17T04:56:38.730Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","8514","14","29778","2306","40612","0.14"
"2025-12-16T14:44:46.491Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","11228","12","31642","2565","45447","0.16"
"2025-12-16T13:08:44.707Z","herondevteam@ab.gridlexmail.com","On-Demand","auto","No","17544","0","87040","5045","109629","0.07"
"2025-12-16T12:11:05.252Z","herondevteam@ab.gridlexmail.com","Included","gpt-4o","No","0","0","0","0","0","0.00"
"2025-12-16T12:09:17.926Z","herondevteam@ab.gridlexmail.com","Included","gpt-4o","No","0","0","0","0","0","0.00"
"2025-12-16T11:52:12.444Z","herondevteam@ab.gridlexmail.com","Included","auto","No","0","0","0","0","0","0.00"
"2025-12-16T11:51:46.542Z","herondevteam@ab.gridlexmail.com","Included","auto","No","0","0","0","0","0","0.00"
"2025-12-16T11:49:11.043Z","herondevteam@ab.gridlexmail.com","Included","gpt-4o","No","0","0","0","0","0","0.00"
"2025-12-16T11:43:11.602Z","herondevteam@ab.gridlexmail.com","Included","gpt-4o","No","0","0","0","0","0","0.00"
"2025-12-16T11:14:08.257Z","herondevteam@ab.gridlexmail.com","Included","gpt-4o","No","0","0","0","0","0","0.00"
"2025-12-16T11:12:18.131Z","herondevteam@ab.gridlexmail.com","Included","gpt-4o","No","0","0","0","0","0","0.00"
"2025-12-15T13:38:36.820Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","384944","93","1149184","17175","1551396","3.80"
"2025-12-15T12:43:53.267Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","26293","3506","320075","4448","354322","0.54"
"2025-12-15T11:20:49.763Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","35347","524","50912","1331","88114","0.30"
"2025-12-15T10:53:00.272Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","27899","10196","323848","5350","367293","0.61"
"2025-12-15T10:43:10.688Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","26773","27","131468","2350","160618","0.33"
"2025-12-15T10:19:55.212Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","44855","404","169144","2009","216412","0.47"
"2025-12-15T09:49:59.529Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","647","4292","41781","931","47651","0.08"
"2025-12-15T09:45:28.423Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","13824","394","56217","799","71234","0.15"
"2025-12-15T09:43:33.617Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","16685","786","64613","1106","83190","0.19"
"2025-12-15T09:34:31.662Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","4074","393","68532","2206","75205","0.14"
"2025-12-15T09:32:11.291Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","10411","12","28279","1706","40408","0.13"
"2025-12-15T09:24:32.131Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","2738","450","181012","1850","186050","0.20"
"2025-12-15T09:23:14.924Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","2279","399","174602","722","178002","0.17"
"2025-12-15T09:20:34.282Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","46034","396","59282","982","106694","0.37"
"2025-12-15T09:14:38.429Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","36010","408","55877","878","93173","0.30"
"2025-12-15T08:24:11.377Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","32874","344","54406","741","88365","0.28"
"2025-12-15T08:21:49.923Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","14074","375","342852","3193","360494","0.43"
"2025-12-15T08:20:38.045Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","2921","510","77876","563","81870","0.09"
"2025-12-15T08:18:47.003Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","3909","546","68738","1019","74212","0.11"
"2025-12-15T08:17:00.587Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","497","100","42710","456","43763","0.05"
"2025-12-15T08:16:22.982Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","1384","325","40456","342","42507","0.05"
"2025-12-15T08:16:21.428Z","herondevteam@ab.gridlexmail.com","On-Demand","auto","No","49069","1456","524800","14731","590056","0.28"
"2025-12-15T08:12:50.142Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","8612","17","48334","1663","58626","0.13"
"2025-12-15T07:26:52.749Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","9234","26","69134","1583","79977","0.15"
"2025-12-14T17:14:03.037Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","508","385","194814","444","196151","0.16"
"2025-12-14T17:12:15.480Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","183542","464","201355","639","386000","1.36"
"2025-12-14T17:10:04.365Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","0","0","0","0","0","0.00"
"2025-12-14T17:04:57.947Z","herondevteam@ab.gridlexmail.com","Errored, No Charge","claude-4.5-opus-high-thinking","No","20882","8679","201107","2587","233255","0.40"
"2025-12-14T17:00:02.747Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","2276","369","564995","1280","568920","0.47"
"2025-12-14T16:54:43.161Z","herondevteam@ab.gridlexmail.com","On-Demand","claude-4.5-opus-high-thinking","No","14899","8719","1089102","3985","1116705","1.06"
"2025-12-14T16:50:36.407Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","14488","10779","489013","3081","517361","0.60"
"2025-12-14T16:47:49.484Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","14345","10665","445863","3079","473952","0.56"
"2025-12-14T16:44:12.574Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","7622","4915","416292","2103","430932","0.44"
"2025-12-14T16:41:31.197Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","8263","4944","392323","2567","408097","0.44"
"2025-12-14T16:37:52.990Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","7784","5053","621976","2566","637379","0.61"
"2025-12-14T16:33:01.475Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","108886","17309","230952","2772","359919","1.04"
"2025-12-14T16:27:11.535Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","87271","262","92723","1436","181692","0.67"
"2025-12-14T16:11:07.687Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","69678","16981","385947","4974","477580","0.96"
"2025-12-14T15:55:33.772Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","34772","11750","11272","897","58691","0.32"
"2025-12-14T15:48:54.666Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","34498","599","186820","2805","224722","0.44"
"2025-12-14T15:37:13.568Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","6968","364","68937","1005","77274","0.12"
"2025-12-14T15:32:42.097Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","22989","348","143975","1643","168955","0.30"
"2025-12-14T15:25:14.799Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","13135","6555","11272","927","31889","0.15"
"2025-12-14T15:11:41.305Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","12712","26","65172","6688","84598","0.30"
"2025-12-12T14:11:58.831Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","4934","2099","77942","2501","87476","0.16"
"2025-12-12T14:07:49.229Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","13046","22","74713","2857","90638","0.21"
"2025-12-12T13:53:08.057Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","4740","8","11272","1588","17608","0.08"
"2025-12-12T09:52:53.611Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","48439","1153","178852","2032","230476","0.51"
"2025-12-12T09:35:12.823Z","herondevteam@ab.gridlexmail.com","Included","auto","No","4408","0","324864","1181","330453","0.09"
"2025-12-12T09:22:58.044Z","herondevteam@ab.gridlexmail.com","Included","auto","No","4265","0","207616","1458","213339","0.07"
"2025-12-12T09:12:44.484Z","herondevteam@ab.gridlexmail.com","Included","auto","No","2850","0","302592","871","306313","0.08"
"2025-12-12T09:11:33.460Z","herondevteam@ab.gridlexmail.com","Included","auto","No","94820","0","497664","1710","594194","0.25"
"2025-12-12T09:10:02.417Z","herondevteam@ab.gridlexmail.com","Included","auto","No","0","0","0","0","0","0.00"
"2025-12-12T09:09:08.542Z","herondevteam@ab.gridlexmail.com","Included","auto","No","0","0","0","0","0","0.00"
"2025-12-12T08:31:34.111Z","herondevteam@ab.gridlexmail.com","Included","auto","No","4394","22118","277248","1712","305472","0.11"
"2025-12-12T08:30:09.159Z","herondevteam@ab.gridlexmail.com","Included","auto","No","4286","19575","355840","2165","381866","0.13"
"2025-12-12T08:26:55.998Z","herondevteam@ab.gridlexmail.com","Included","auto","No","3520","0","343040","1372","347932","0.10"
"2025-12-12T08:24:10.849Z","herondevteam@ab.gridlexmail.com","Included","auto","No","5506","0","493568","1480","500554","0.14"
"2025-12-12T08:19:13.084Z","herondevteam@ab.gridlexmail.com","Included","auto","No","18777","0","499968","3664","522409","0.17"
"2025-12-12T08:17:11.970Z","herondevteam@ab.gridlexmail.com","Included","auto","No","0","0","0","0","0","0.00"
"2025-12-12T08:12:44.871Z","herondevteam@ab.gridlexmail.com","Included","auto","No","0","0","0","0","0","0.00"
"2025-12-12T08:11:00.228Z","herondevteam@ab.gridlexmail.com","Included","auto","No","0","0","0","0","0","0.00"
"2025-12-12T08:10:25.495Z","herondevteam@ab.gridlexmail.com","Included","auto","No","0","0","0","0","0","0.00"
"2025-12-12T08:09:02.849Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","41398","4288","323767","4453","373906","0.65"
"2025-12-12T08:02:19.549Z","herondevteam@ab.gridlexmail.com","Included","auto","No","19154","0","254208","5938","279300","0.12"
"2025-12-12T07:58:10.212Z","herondevteam@ab.gridlexmail.com","Included","auto","No","38089","0","105472","6600","150161","0.11"
"2025-12-12T07:53:54.863Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","27141","68","306995","5562","339766","0.55"
"2025-12-12T07:48:36.728Z","herondevteam@ab.gridlexmail.com","Included","auto","No","770","0","12800","335","13905","0.01"
"2025-12-12T07:47:28.121Z","herondevteam@ab.gridlexmail.com","Included","auto","No","805","0","12032","541","13378","0.01"
"2025-12-12T07:46:48.751Z","herondevteam@ab.gridlexmail.com","Included","auto","No","2102","0","21760","561","24423","0.01"
"2025-12-12T07:34:35.362Z","herondevteam@ab.gridlexmail.com","Included","auto","No","932","0","19712","479","21123","0.01"
"2025-12-12T07:34:01.283Z","herondevteam@ab.gridlexmail.com","Included","auto","No","7202","0","24320","577","32099","0.02"
"2025-12-12T07:15:38.004Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","184131","6014","568961","2461","761567","1.72"
"2025-12-11T18:27:14.385Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","159068","7974","999723","5995","1172760","1.98"
"2025-12-11T18:16:29.261Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","144418","23718","1203767","6524","1378427","2.13"
"2025-12-11T18:07:29.939Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","133722","15933","706053","4358","860066","1.59"
"2025-12-11T17:49:23.025Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","113039","10163","609663","3802","736667","1.34"
"2025-12-11T17:16:36.414Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","98514","10126","536972","3956","649568","1.20"
"2025-12-11T17:02:19.556Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","23116","15418","692068","7035","737637","0.93"
"2025-12-11T16:56:54.274Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","60722","537","221973","1383","284615","0.60"
"2025-12-11T16:32:18.324Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","24111","20165","613987","3281","661544","0.81"
"2025-12-11T16:29:34.410Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","32059","782","94673","993","128507","0.31"
"2025-12-11T14:50:40.816Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","318","389","44178","355","45240","0.05"
"2025-12-11T14:46:34.754Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","32906","2641","258434","1713","295694","0.46"
"2025-12-11T14:35:17.336Z","herondevteam@ab.gridlexmail.com","Included","auto","No","35320","0","1038080","6101","1079501","0.34"
"2025-12-11T14:34:06.737Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","4539","1442","307255","2099","315335","0.32"
"2025-12-11T14:32:04.413Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","27510","605","122748","1407","152270","0.31"
"2025-12-11T14:22:26.266Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","24399","1585","43395","1990","71369","0.25"
"2025-12-11T14:14:37.382Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","24479","50","234004","3827","262360","0.43"
"2025-12-11T14:10:02.341Z","herondevteam@ab.gridlexmail.com","Included","auto","No","55811","0","148224","16472","220507","0.21"
"2025-12-11T14:07:46.851Z","herondevteam@ab.gridlexmail.com","Included","auto","No","2283","0","22272","573","25128","0.01"
"2025-12-11T12:47:12.069Z","herondevteam@ab.gridlexmail.com","Included","auto","No","5322","0","542208","2382","549912","0.16"
"2025-12-11T12:39:08.552Z","herondevteam@ab.gridlexmail.com","Included","auto","No","9307","0","382464","6658","398429","0.15"
"2025-12-11T12:36:50.219Z","herondevteam@ab.gridlexmail.com","Included","auto","No","119791","0","250368","2731","372890","0.23"
"2025-12-11T11:27:22.712Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","351","174","62374","575","63474","0.06"
"2025-12-11T11:25:41.123Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","51718","1971","131447","2088","187224","0.50"
"2025-12-11T11:22:55.679Z","herondevteam@ab.gridlexmail.com","Included","auto","No","4024","0","50432","961","55417","0.02"
"2025-12-11T11:19:40.533Z","herondevteam@ab.gridlexmail.com","Included","auto","No","3740","0","36096","1480","41316","0.02"
"2025-12-11T11:07:34.834Z","herondevteam@ab.gridlexmail.com","Included","auto","No","15711","0","53760","5798","75269","0.07"
"2025-12-11T10:52:06.503Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","9853","317","209881","2604","222655","0.29"
"2025-12-11T10:47:13.334Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","37748","1238","288514","2404","329904","0.53"
"2025-12-11T10:37:21.387Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","2069","268","82056","836","85229","0.10"
"2025-12-11T10:36:49.361Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","243","333","40302","642","41520","0.05"
"2025-12-11T10:34:55.930Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","29646","428","127573","1503","159150","0.33"
"2025-12-11T10:14:53.879Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","10085","22","65294","1660","77061","0.16"
"2025-12-11T10:10:50.149Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","26392","7641","312975","4002","351010","0.55"
"2025-12-11T10:01:32.779Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","13210","52","197962","5366","216590","0.37"
"2025-12-11T09:55:44.150Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","20474","354","213184","2769","236781","0.36"
"2025-12-11T09:53:54.960Z","herondevteam@ab.gridlexmail.com","Included","auto","No","0","0","0","0","0","0.00"
"2025-12-11T09:51:38.606Z","herondevteam@ab.gridlexmail.com","Included","auto","No","0","0","0","0","0","0.00"
"2025-12-11T09:46:23.647Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","3310","363","43377","1136","48186","0.08"
"2025-12-11T09:41:14.917Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","3221","362","36836","1365","41784","0.08"
"2025-12-11T09:36:57.951Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","3962","360","29732","1260","35314","0.08"
"2025-12-11T09:33:35.795Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","2614","14","23515","2075","28218","0.09"
"2025-12-10T12:45:22.701Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","24952","262","46859","347","72420","0.21"
"2025-12-10T12:01:30.560Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","23247","311","41539","1194","66291","0.21"
"2025-12-10T11:54:58.538Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","13720","4126","11272","1150","30268","0.15"
"2025-12-10T10:53:33.909Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","12518","1625","30401","1328","45872","0.15"
"2025-12-10T10:10:11.745Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","3457","1601","31867","1140","38065","0.08"
"2025-12-10T10:05:17.139Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","4287","14","23541","906","28748","0.07"
"2025-12-10T07:43:30.027Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","1872","1232","111803","502","115409","0.12"
"2025-12-10T07:38:46.208Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","2932","378","160701","1488","165499","0.18"
"2025-12-10T07:37:08.966Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","42232","657","162990","2196","208075","0.46"
"2025-12-10T07:28:22.636Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","8620","1015","266815","4355","280805","0.37"
"2025-12-10T07:24:45.460Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","7192","368","181042","4396","192998","0.30"
"2025-12-10T07:23:44.826Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","5868","638","118476","3063","128045","0.21"
"2025-12-10T07:19:58.728Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","16679","1231","57215","3312","78437","0.24"
"2025-12-10T06:51:21.959Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","4521","1087","53673","2487","61768","0.14"
"2025-12-10T06:49:47.881Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","3161","1380","44194","703","49438","0.08"
"2025-12-10T06:45:37.429Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","3127","17","35971","808","39923","0.07"
"2025-12-09T13:19:40.454Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","108750","21902","212752","16585","359989","1.40"
"2025-12-09T11:13:18.878Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","4152","980","155941","857","161930","0.17"
"2025-12-09T11:09:50.395Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","225","1007","77015","463","78710","0.08"
"2025-12-09T11:07:48.149Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","65743","1891","238308","1349","307291","0.65"
"2025-12-09T10:52:42.717Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","62047","26","174450","18528","255051","1.00"
"2025-12-09T08:01:38.158Z","herondevteam@ab.gridlexmail.com","Included","auto","No","2664","0","223744","736","227144","0.06"
"2025-12-09T07:59:24.210Z","herondevteam@ab.gridlexmail.com","Included","auto","No","14666","0","311296","2826","328788","0.11"
"2025-12-09T07:46:34.239Z","herondevteam@ab.gridlexmail.com","Included","auto","No","15893","0","645376","3632","664901","0.20"
"2025-12-09T07:34:20.403Z","herondevteam@ab.gridlexmail.com","Included","auto","No","6777","13751","396544","4762","421834","0.15"
"2025-12-09T07:19:10.688Z","herondevteam@ab.gridlexmail.com","Included","auto","No","4996","0","217856","3679","226531","0.08"
"2025-12-09T07:18:47.899Z","herondevteam@ab.gridlexmail.com","Included","auto","No","0","0","0","0","0","0.00"
"2025-12-09T07:17:23.604Z","herondevteam@ab.gridlexmail.com","Included","auto","No","0","0","0","0","0","0.00"
"2025-12-09T07:05:33.497Z","herondevteam@ab.gridlexmail.com","Included","auto","No","66310","0","134656","5188","206154","0.15"
"2025-12-08T16:43:26.473Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","26238","2674","11272","1","40185","0.19"
"2025-12-08T15:51:37.972Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","25146","133","482287","7662","515228","0.72"
"2025-12-08T15:47:36.989Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","66478","349","73212","1590","141629","0.53"
"2025-12-08T14:59:31.591Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","49625","379","302293","6365","358662","0.71"
"2025-12-08T14:32:32.976Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","16281","396","70390","2568","89635","0.23"
"2025-12-08T14:28:34.577Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","23665","26","85631","8070","117392","0.42"
"2025-12-08T14:13:32.628Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","19228","283","11272","869","31652","0.16"
"2025-12-08T13:50:37.956Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","12849","4544","11272","1850","30515","0.16"
"2025-12-08T12:49:49.049Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","1068","138","175521","448","177175","0.15"
"2025-12-08T12:44:14.674Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","47479","117","1118922","7580","1174098","1.34"
"2025-12-08T09:34:54.070Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","147789","618","10656","798","159861","0.99"
"2025-12-08T08:07:57.442Z","herondevteam@ab.gridlexmail.com","Errored, No Charge","claude-4.5-opus-high-thinking","No","113764","741","3425224","95602","3635331","5.73"
"2025-12-08T08:01:13.877Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","23633","22","71620","11731","107006","0.50"
"2025-12-08T07:31:13.279Z","herondevteam@ab.gridlexmail.com","Included","claude-4.5-opus-high-thinking","No","9622","26","57143","3145","69936","0.18"
